Order Date,Ship Date,Ship Mode,Segment,State,Sub-Category,Discount,Sales,Quantity,Profit,iforest_score
2017-10-30,2017-11-06,Standard Class,Consumer,Washington,Binders,0.2,13.904,2,5.214,0.3522532339776924
2017-04-30,2017-05-06,Standard Class,Corporate,Pennsylvania,Phones,0.4,677.58,5,-158.102,0.5044902592597788
2017-04-30,2017-05-06,Standard Class,Corporate,Pennsylvania,Binders,0.7,13.896,3,-9.264,0.36871016366809595
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Storage,0.2,41.92,5,3.668,0.3766581526304381
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Accessories,0.2,297.576,3,-7.4394,0.4024143953836071
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Fasteners,0.2,4.344,3,0.8688,0.3562398965421135
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Accessories,0.2,94.992,2,-2.3748,0.36733935444035587
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Paper,0.2,74.352,3,23.235,0.3614520805040443
2016-11-24,2016-11-26,Second Class,Consumer,Texas,Art,0.2,14.04,3,1.5795,0.3474350189547206
2015-01-10,2015-01-15,Standard Class,Consumer,New York,Tables,0.4,1018.104,4,-373.3048,0.5986235951393253
2017-10-19,2017-10-26,Standard Class,Consumer,Texas,Phones,0.2,16.68,3,5.2125,0.34914558536154705
2016-03-22,2016-03-25,First Class,Corporate,Nevada,Accessories,0.0,58.58,2,19.3314,0.36506367043927673
2017-07-03,2017-07-07,Standard Class,Consumer,Texas,Phones,0.2,167.968,4,62.988,0.40061055210452373
2015-12-11,2015-12-12,First Class,Consumer,Virginia,Labels,0.0,196.62,2,96.3438,0.43937375528293093
2015-09-17,2015-09-21,Standard Class,Corporate,Texas,Furnishings,0.6,21.936,2,-10.4196,0.377571171342289
2015-09-17,2015-09-21,Standard Class,Corporate,Texas,Binders,0.8,6.588,3,-10.2114,0.36987516446242374
2016-05-18,2016-05-24,Standard Class,Consumer,California,Storage,0.0,104.28,3,26.07,0.36929200860532824
2016-05-18,2016-05-24,Standard Class,Consumer,California,Paper,0.0,17.94,3,8.7906,0.3489574388657759
2014-09-07,2014-09-13,Standard Class,Corporate,Pennsylvania,Storage,0.2,64.784,1,-14.5764,0.43977890801833125
2014-09-07,2014-09-13,Standard Class,Corporate,Pennsylvania,Phones,0.4,32.382,3,4.3176,0.34996739332365556
2014-09-07,2014-09-13,Standard Class,Corporate,Pennsylvania,Furnishings,0.2,42.368,2,8.4736,0.3598807255955218
2014-09-07,2014-09-13,Standard Class,Corporate,Pennsylvania,Machines,0.7,399.54,4,-559.356,0.5706796095859515
2016-09-29,2016-10-01,Second Class,Consumer,California,Paper,0.0,18.97,1,9.1056,0.41205332874689254
2016-11-07,2016-11-12,Standard Class,Corporate,California,Furnishings,0.0,14.82,3,6.2244,0.34887145070826947
2017-04-24,2017-04-27,First Class,Corporate,Pennsylvania,Appliances,0.2,99.28,2,12.41,0.36831024836362364
2017-04-24,2017-04-27,First Class,Corporate,Pennsylvania,Binders,0.7,1.188,2,-0.99,0.36677914635657444
2017-04-24,2017-04-27,First Class,Corporate,Pennsylvania,Binders,0.7,7.518,2,-5.7638,0.3641189976446431
2017-12-10,2017-12-12,First Class,Consumer,Pennsylvania,Paper,0.2,10.368,2,3.6288,0.35169940064140687
2017-12-10,2017-12-12,First Class,Consumer,Pennsylvania,Furnishings,0.2,310.88,2,23.316,0.422356818967207
2014-08-16,2014-08-20,Standard Class,Consumer,Pennsylvania,Tables,0.4,853.092,6,-227.4912,0.5701090213030993
2017-12-09,2017-12-15,Standard Class,Consumer,Indiana,Paper,0.0,33.45,5,15.387,0.37264362344144775
2017-12-09,2017-12-15,Standard Class,Consumer,Indiana,Binders,0.0,10.4,5,5.096,0.3721548036635899
2016-03-14,2016-03-19,Standard Class,Consumer,Ohio,Furnishings,0.2,21.88,5,6.2905,0.36887571445402334
2016-06-26,2016-06-29,Second Class,Home Office,Texas,Accessories,0.2,13.616,2,3.5742,0.351828971057296
2015-09-25,2015-09-28,Second Class,Home Office,New Jersey,Accessories,0.0,63.96,4,19.8276,0.3652452114839716
2015-09-25,2015-09-28,Second Class,Home Office,New Jersey,Binders,0.0,14.46,3,7.0854,0.35042471924569274
2015-09-25,2015-09-28,Second Class,Home Office,New Jersey,Phones,0.0,104.98,2,52.49,0.41003181875696915
2015-12-27,2015-12-31,Standard Class,Consumer,California,Appliances,0.0,106.96,2,31.0184,0.3894139804795109
2015-12-27,2015-12-31,Standard Class,Consumer,California,Labels,0.0,21.56,7,10.3488,0.4105515543299706
2014-06-03,2014-06-07,Second Class,Consumer,Washington,Tables,0.0,515.88,6,113.4936,0.4651479143559527
2015-07-13,2015-07-15,Second Class,Consumer,New York,Binders,0.2,11.808,2,4.2804,0.35036689491991607
2015-07-13,2015-07-15,Second Class,Consumer,New York,Chairs,0.1,1931.04,9,321.84,0.6629268205355119
2015-07-13,2015-07-15,Second Class,Consumer,New York,Paper,0.0,9.96,2,4.6812,0.3530476529792331
2014-02-02,2014-02-06,Standard Class,Home Office,California,Fasteners,0.0,12.35,5,5.8045,0.37183686033962277
2016-03-08,2016-03-08,Same Day,Consumer,Arizona,Binders,0.7,9.702,3,-7.1148,0.3669139533816847
2015-11-22,2015-11-26,Standard Class,Consumer,Pennsylvania,Binders,0.7,11.61,2,-9.288,0.3736799554093283
2017-10-30,2017-11-05,Standard Class,Consumer,California,Labels,0.0,43.86,6,20.6142,0.39716681961943334
2017-10-30,2017-11-05,Standard Class,Consumer,California,Phones,0.2,148.48,2,16.704,0.3825682430110967
2017-10-30,2017-11-05,Standard Class,Consumer,California,Paper,0.0,7.42,2,3.71,0.3510784017436225
2017-10-30,2017-11-05,Standard Class,Consumer,California,Chairs,0.2,71.992,1,-0.8999,0.4192977490790453
2017-10-30,2017-11-05,Standard Class,Consumer,California,Art,0.0,19.9,5,6.567,0.37004438591036914
2017-10-30,2017-11-05,Standard Class,Consumer,California,Appliances,0.0,1702.12,14,510.636,0.7680248626672417
2015-01-30,2015-02-04,Standard Class,Consumer,Texas,Paper,0.2,14.304,6,5.0064,0.39972313100502144
2017-09-08,2017-09-13,Second Class,Consumer,Illinois,Tables,0.5,765.625,7,-566.5625,0.6324130937513635
2017-10-07,2017-10-13,Standard Class,Consumer,California,Bookcases,0.15,307.666,2,-14.4784,0.43227500261115975
2016-04-30,2016-05-04,Standard Class,Consumer,New York,Binders,0.2,7.712,2,2.7956,0.3510250343749708
2016-05-19,2016-05-24,Standard Class,Consumer,New York,Appliances,0.0,242.9,5,70.441,0.40961877239817324
2016-05-19,2016-05-24,Standard Class,Consumer,New York,Storage,0.0,454.9,5,0.0,0.42117060099001835
2016-05-19,2016-05-24,Standard Class,Consumer,New York,Furnishings,0.0,35.92,4,15.0864,0.3665541612827623
2016-05-19,2016-05-24,Standard Class,Consumer,New York,Furnishings,0.0,39.76,8,12.3256,0.44282042647094066
2016-05-19,2016-05-24,Standard Class,Consumer,New York,Binders,0.2,47.744,4,14.92,0.3640425343812707
2015-12-20,2015-12-25,Standard Class,Consumer,Illinois,Phones,0.2,159.984,2,11.9988,0.3850133087795396
2015-12-20,2015-12-25,Standard Class,Consumer,Illinois,Accessories,0.2,255.968,4,51.1936,0.40451297404365427
2015-12-20,2015-12-25,Standard Class,Consumer,Illinois,Bookcases,0.3,359.058,3,-71.8116,0.4410891982033691
2015-12-19,2015-12-20,First Class,Consumer,Pennsylvania,Appliances,0.2,434.352,3,43.4352,0.41378554576826043
2015-12-19,2015-12-20,First Class,Consumer,Pennsylvania,Appliances,0.2,3.552,2,0.444,0.3600677254268315
2015-12-19,2015-12-20,First Class,Consumer,Pennsylvania,Appliances,0.2,88.832,4,7.7728,0.36653802572860433
2017-04-29,2017-05-04,Second Class,Corporate,Ohio,Tables,0.4,1048.35,5,-69.89,0.5221969022454194
2016-02-07,2016-02-07,Same Day,Consumer,Virginia,Accessories,0.0,100.0,4,21.0,0.3745763015263698
2016-02-07,2016-02-07,Same Day,Consumer,Virginia,Labels,0.0,7.83,3,3.6018,0.34840121800385365
2014-09-28,2014-10-03,Standard Class,Corporate,North Carolina,Paper,0.2,96.256,8,31.2832,0.4491576196049843
2014-09-28,2014-10-03,Standard Class,Corporate,North Carolina,Paper,0.2,10.688,2,3.7408,0.35097088391898507
2016-07-10,2016-07-14,Standard Class,Consumer,Texas,Storage,0.2,338.04,3,-33.804,0.41066756811766414
2016-07-10,2016-07-14,Standard Class,Consumer,Texas,Art,0.2,154.24,4,17.352,0.3882917024472748
2017-07-29,2017-08-01,Second Class,Consumer,North Carolina,Appliances,0.2,34.848,2,6.534,0.35673531441751555
2017-07-29,2017-08-01,Second Class,Consumer,North Carolina,Phones,0.2,22.0,5,1.375,0.37098172476368746
2017-07-29,2017-08-01,Second Class,Consumer,North Carolina,Art,0.2,4.368,3,0.3822,0.3576102957709661
2015-09-03,2015-09-09,Standard Class,Corporate,California,Storage,0.0,31.44,3,8.4888,0.3511091599096301
2015-09-03,2015-09-09,Standard Class,Corporate,California,Accessories,0.0,17.9,2,3.401,0.3535146494513253
2015-09-03,2015-09-09,Standard Class,Corporate,California,Accessories,0.0,129.45,5,46.602,0.40260101389128466
2014-08-09,2014-08-16,Standard Class,Home Office,California,Labels,0.0,20.88,8,9.6048,0.4466185055828996
2017-10-30,2017-11-03,Standard Class,Consumer,Pennsylvania,Paper,0.2,20.736,4,7.2576,0.3612905478257999
2017-10-30,2017-11-03,Standard Class,Consumer,Pennsylvania,Furnishings,0.2,7.168,2,0.9856,0.35098528184986516
2017-10-30,2017-11-03,Standard Class,Consumer,Pennsylvania,Storage,0.2,11.168,2,-2.5128,0.3539508863979401
2017-10-30,2017-11-03,Standard Class,Consumer,Pennsylvania,Accessories,0.2,442.4,7,-55.3,0.4882545671820202
2014-06-06,2014-06-09,First Class,Consumer,New York,Art,0.0,13.36,2,4.9432,0.35132558120690943
2016-08-13,2016-08-17,Second Class,Consumer,North Carolina,Binders,0.7,11.232,8,-8.2368,0.46824828292862847
2016-08-13,2016-08-17,Second Class,Consumer,North Carolina,Paper,0.2,10.272,3,3.21,0.3486970412593338
2014-04-25,2014-04-29,Standard Class,Home Office,Texas,Paper,0.2,10.368,2,3.6288,0.35169940064140687
2014-04-25,2014-04-29,Standard Class,Home Office,Texas,Art,0.2,6.24,3,0.546,0.34985974959502597
2015-11-22,2015-11-27,Standard Class,Home Office,Texas,Tables,0.3,206.962,2,-32.5226,0.4244092304157727
2017-10-14,2017-10-17,First Class,Consumer,California,Furnishings,0.0,9.46,2,3.6894,0.35169940064140687
2017-12-02,2017-12-05,First Class,Corporate,California,Storage,0.0,559.62,9,151.0974,0.549386468158726
2017-12-02,2017-12-05,First Class,Corporate,California,Paper,0.0,109.92,2,53.8608,0.41299401303457156
2017-12-02,2017-12-05,First Class,Corporate,California,Paper,0.0,8.56,2,3.852,0.35105251265722603
2015-12-08,2015-12-11,Second Class,Home Office,Texas,Paper,0.2,360.712,11,130.7581,0.6295355143506302
2015-12-08,2015-12-11,Second Class,Home Office,Texas,Phones,0.2,1718.4,6,150.36,0.5870780379486887
2015-07-13,2015-07-15,First Class,Home Office,Texas,Binders,0.8,41.568,6,-66.5088,0.4683394412387254
2014-05-11,2014-05-17,Standard Class,Consumer,Texas,Accessories,0.2,46.864,2,7.6154,0.3569301572360776
2014-01-05,2014-01-12,Standard Class,Consumer,Pennsylvania,Art,0.2,19.536,3,4.884,0.3477244772333681
2015-09-05,2015-09-09,Standard Class,Consumer,California,Bookcases,0.15,411.332,4,-4.8392,0.416401739918851
2015-09-05,2015-09-09,Standard Class,Consumer,California,Binders,0.2,28.752,6,9.7038,0.3983036228522799
2015-09-05,2015-09-09,Standard Class,Consumer,California,Bookcases,0.15,293.199,3,-20.6964,0.40873936999688554
2016-08-04,2016-08-08,Standard Class,Home Office,Virginia,Supplies,0.0,35.06,2,10.518,0.3598634217069843
2016-08-04,2016-08-08,Standard Class,Home Office,Virginia,Labels,0.0,4.13,1,1.8998,0.40371425031185304
2016-08-04,2016-08-08,Standard Class,Home Office,Virginia,Furnishings,0.0,109.8,9,46.116,0.4969591953389026
2016-08-04,2016-08-08,Standard Class,Home Office,Virginia,Labels,0.0,9.82,2,4.8118,0.35324703922749484
2014-03-22,2014-03-26,Standard Class,Consumer,North Carolina,Binders,0.7,7.644,4,-5.8604,0.3777085994147973
2014-03-22,2014-03-26,Standard Class,Consumer,North Carolina,Binders,0.7,51.465,5,-39.4565,0.415894637545989
2017-03-02,2017-03-08,Standard Class,Corporate,Texas,Supplies,0.2,6.976,4,-1.3952,0.3673438715814031
2017-03-02,2017-03-08,Standard Class,Corporate,Texas,Binders,0.8,12.222,7,-20.1663,0.45286401278700045
2016-11-27,2016-11-29,Second Class,Corporate,Illinois,Storage,0.2,97.984,2,-24.496,0.3964650200996385
2016-11-27,2016-11-29,Second Class,Corporate,Illinois,Accessories,0.2,62.4,6,19.5,0.39903502609552516
2014-04-28,2014-05-03,Standard Class,Corporate,Maryland,Binders,0.0,20.86,2,9.387,0.3566332151158675
2014-04-28,2014-05-03,Standard Class,Corporate,Maryland,Storage,0.0,497.61,9,129.3786,0.533801388587121
2014-04-28,2014-05-03,Standard Class,Corporate,Maryland,Art,0.0,5.34,2,1.4952,0.35434283791447624
2014-04-28,2014-05-03,Standard Class,Corporate,Maryland,Labels,0.0,3.15,1,1.512,0.40675749716938436
2015-11-24,2015-11-28,Standard Class,Consumer,California,Paper,0.0,368.91,9,180.7659,0.5514772921970437
2015-11-24,2015-11-28,Standard Class,Consumer,California,Art,0.0,14.7,5,6.615,0.37397802065557695
2016-11-11,2016-11-16,Standard Class,Consumer,New York,Accessories,0.0,59.97,3,14.9925,0.3528928112998511
2016-11-11,2016-11-16,Standard Class,Consumer,New York,Storage,0.0,83.36,1,20.84,0.43910387590909417
2015-07-09,2015-07-13,Standard Class,Corporate,Massachusetts,Paper,0.0,6.58,2,3.0268,0.3510250343749708
2015-07-09,2015-07-13,Standard Class,Corporate,Massachusetts,Binders,0.0,122.94,3,59.0112,0.3929575635742703
2017-09-22,2017-09-26,Standard Class,Corporate,Wisconsin,Paper,0.0,219.84,4,107.7216,0.4216988789329443
2017-09-22,2017-09-26,Standard Class,Corporate,Wisconsin,Accessories,0.0,98.16,6,9.816,0.4092005391045043
2017-09-22,2017-09-26,Standard Class,Corporate,Wisconsin,Binders,0.0,33.04,8,15.5288,0.45036146462066967
2017-09-22,2017-09-26,Standard Class,Corporate,Wisconsin,Phones,0.0,86.97,3,25.2213,0.35841521336554943
2015-02-15,2015-02-19,Standard Class,Corporate,Wisconsin,Phones,0.0,134.97,3,64.7856,0.3922648717660347
2015-02-15,2015-02-19,Standard Class,Corporate,Wisconsin,Phones,0.0,699.98,2,195.9944,0.5235495633056146
2015-02-15,2015-02-19,Standard Class,Corporate,Wisconsin,Accessories,0.0,139.95,5,26.5905,0.3965472138442029
2014-09-30,2014-10-04,Standard Class,Consumer,New York,Paper,0.0,48.94,1,24.47,0.44439802612918156
2014-12-01,2014-12-03,First Class,Consumer,Wisconsin,Chairs,0.0,2807.84,8,673.8816,0.7061958792517019
2014-12-01,2014-12-03,First Class,Consumer,Wisconsin,Art,0.0,46.64,4,12.5928,0.36339488006262927
2014-12-08,2014-12-13,Standard Class,Corporate,Texas,Storage,0.2,60.416,2,6.0416,0.35724100483410537
2016-09-05,2016-09-10,Standard Class,Home Office,Kansas,Art,0.0,107.94,3,26.985,0.3725912369781195
2017-08-27,2017-08-30,First Class,Home Office,New York,Storage,0.0,63.84,8,16.5984,0.44376327569253887
2017-08-27,2017-08-30,First Class,Home Office,New York,Phones,0.0,347.97,3,100.9113,0.4241975325828935
2017-08-27,2017-08-30,First Class,Home Office,New York,Binders,0.2,37.008,6,11.565,0.3999458860100817
2016-07-07,2016-07-11,Standard Class,Consumer,California,Furnishings,0.0,215.65,5,73.321,0.4117068653764237
2016-08-08,2016-08-10,Second Class,Consumer,Texas,Fasteners,0.2,11.168,4,3.6296,0.36349328447158036
2016-08-08,2016-08-10,Second Class,Consumer,Texas,Paper,0.2,53.952,3,17.5344,0.3553314860318989
2016-11-13,2016-11-19,Standard Class,Home Office,Washington,Furnishings,0.0,4.18,1,1.5048,0.40371425031185304
2017-09-22,2017-09-26,Second Class,Consumer,Pennsylvania,Binders,0.7,5.607,1,-4.2987,0.4181947293129492
2017-09-22,2017-09-26,Second Class,Consumer,Pennsylvania,Supplies,0.2,4663.736,7,-1049.3406,0.7849639127994182
2017-09-22,2017-09-26,Second Class,Consumer,Pennsylvania,Accessories,0.2,79.984,2,22.9954,0.376510970535323
2016-12-25,2016-12-28,First Class,Corporate,California,Phones,0.2,2575.944,7,257.5944,0.651003437490084
2016-12-25,2016-12-28,First Class,Corporate,California,Paper,0.0,45.36,7,21.7728,0.40665260347406307
2016-12-25,2016-12-28,First Class,Corporate,California,Accessories,0.0,254.24,7,76.272,0.4582481700998872
2016-02-11,2016-02-13,First Class,Corporate,Oklahoma,Phones,0.0,69.93,7,0.6993,0.4215771747227552
2016-10-23,2016-10-29,Standard Class,Corporate,Illinois,Furnishings,0.6,16.156,7,-12.117,0.4441523692353395
2016-10-23,2016-10-29,Standard Class,Corporate,Illinois,Paper,0.2,54.816,3,17.8152,0.3553314860318989
2014-06-09,2014-06-11,Second Class,Consumer,Virginia,Tables,0.0,1441.3,7,245.021,0.583344705449512
2017-11-20,2017-11-26,Standard Class,Consumer,Ohio,Furnishings,0.2,77.6,5,28.13,0.38825183677098124
2017-11-20,2017-11-26,Standard Class,Consumer,Ohio,Furnishings,0.2,4.656,2,1.5714,0.35661865420393457
2015-09-14,2015-09-18,Standard Class,Corporate,California,Tables,0.2,170.136,3,-8.5068,0.3837289338009314
2015-06-04,2015-06-04,Same Day,Consumer,Washington,Labels,0.0,7.38,2,3.4686,0.3513735247195241
2015-06-04,2015-06-04,Same Day,Consumer,Washington,Art,0.0,9.26,2,3.0558,0.35164593887481743
2015-12-13,2015-12-15,Second Class,Consumer,California,Labels,0.0,9.96,2,4.5816,0.3530476529792331
2014-05-25,2014-05-29,Standard Class,Consumer,Illinois,Appliances,0.8,75.6,2,-166.32,0.48621971033634226
2014-05-25,2014-05-29,Standard Class,Consumer,Illinois,Furnishings,0.6,29.32,2,-24.189,0.39969744420379266
2016-02-16,2016-02-20,Standard Class,Corporate,Illinois,Appliances,0.8,92.064,6,-225.5568,0.5476016352910107
2016-02-16,2016-02-20,Standard Class,Corporate,Illinois,Fasteners,0.2,6.976,4,1.8312,0.3630132170504421
2016-02-16,2016-02-20,Standard Class,Corporate,Illinois,Chairs,0.3,62.958,3,-2.6982,0.3540397831533993
2016-02-16,2016-02-20,Standard Class,Corporate,Illinois,Paper,0.2,5.184,1,1.8144,0.398991913048451
2016-12-22,2016-12-28,Standard Class,Consumer,Oregon,Binders,0.7,31.32,10,-25.056,0.5631409775522537
2016-12-22,2016-12-28,Standard Class,Consumer,Oregon,Furnishings,0.2,11.84,4,3.108,0.36164724516442026
2016-12-22,2016-12-28,Standard Class,Consumer,Oregon,Furnishings,0.2,22.784,1,4.8416,0.40972845201701863
2016-02-08,2016-02-11,Second Class,Home Office,North Carolina,Phones,0.2,1127.976,3,126.8973,0.5236787606770761
2015-07-13,2015-07-15,Second Class,Corporate,Georgia,Paper,0.0,38.88,6,18.6624,0.39956279037689907
2014-05-18,2014-05-24,Standard Class,Consumer,Ohio,Phones,0.4,779.796,2,-168.9558,0.5536664319535131
2017-10-21,2017-10-21,Same Day,Home Office,Oklahoma,Phones,0.0,1439.92,8,374.3792,0.6231115132551425
2017-10-21,2017-10-21,Same Day,Home Office,Oklahoma,Tables,0.0,262.11,1,62.9064,0.5002257122233107
2015-11-05,2015-11-09,Standard Class,Corporate,North Carolina,Chairs,0.2,207.0,3,25.875,0.3838796328084847
2017-08-01,2017-08-07,Standard Class,Corporate,Texas,Machines,0.4,1439.982,3,-263.9967,0.6319813533816733
2017-08-01,2017-08-07,Standard Class,Corporate,Texas,Paper,0.2,36.288,7,12.7008,0.4112786137933455
2014-06-21,2014-06-24,First Class,Consumer,Connecticut,Art,0.0,21.4,5,6.206,0.3703366190460288
2017-02-19,2017-02-21,Second Class,Corporate,Georgia,Appliances,0.0,1245.86,7,361.2994,0.5883977765872459
2014-08-01,2014-08-05,Standard Class,Corporate,North Carolina,Labels,0.2,17.544,3,5.9211,0.34722170180785455
2014-08-01,2014-08-05,Standard Class,Corporate,North Carolina,Furnishings,0.2,44.128,4,12.1352,0.3643702444725134
2014-08-01,2014-08-05,Standard Class,Corporate,North Carolina,Appliances,0.2,62.92,1,10.2245,0.4198950619463847
2014-08-01,2014-08-05,Standard Class,Corporate,North Carolina,Paper,0.2,78.304,2,29.364,0.38341141295650083
2016-07-18,2016-07-23,Standard Class,Corporate,Kentucky,Chairs,0.0,140.81,1,39.4268,0.4766122579382447
2015-02-09,2015-02-11,Second Class,Corporate,Texas,Labels,0.2,40.096,4,13.5324,0.3635622262612945
2015-02-09,2015-02-11,Second Class,Corporate,Texas,Furnishings,0.6,40.784,2,-30.588,0.40182744019448435
2017-07-29,2017-08-02,Standard Class,Consumer,Washington,Accessories,0.0,90.57,3,11.7741,0.35543703837335217
2017-01-12,2017-01-17,Second Class,Home Office,District of Columbia,Paper,0.0,40.08,6,19.2384,0.3961280204858071
2017-01-12,2017-01-17,Second Class,Home Office,District of Columbia,Furnishings,0.0,37.68,2,15.8256,0.36534832398965195
2017-09-10,2017-09-10,Same Day,Corporate,California,Chairs,0.2,362.352,3,27.1764,0.40488298439405707
2017-09-10,2017-09-10,Same Day,Corporate,California,Binders,0.2,7.184,2,2.245,0.35069354004866654
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Storage,0.0,34.76,1,9.7328,0.4179346138204376
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Accessories,0.0,831.2,5,124.68,0.4796066727961717
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Paper,0.0,26.4,5,11.88,0.36996598954682064
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Envelopes,0.0,106.75,7,49.105,0.43880331235812436
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Paper,0.0,97.82,2,45.9754,0.402984031964823
2015-07-20,2015-07-25,Second Class,Consumer,Indiana,Storage,0.0,141.4,5,38.178,0.39632568173553556
2014-06-13,2014-06-17,Standard Class,Corporate,California,Art,0.0,14.52,3,4.7916,0.3481910727606675
2017-05-12,2017-05-15,Second Class,Corporate,Texas,Storage,0.2,127.92,5,-15.99,0.4024394737027245
2017-05-12,2017-05-15,Second Class,Corporate,Texas,Binders,0.8,34.24,4,-53.072,0.4266163724427908
2015-09-03,2015-09-05,First Class,Corporate,Connecticut,Appliances,0.0,137.62,2,60.5528,0.4175451207564822
2015-09-03,2015-09-05,First Class,Corporate,Connecticut,Phones,0.0,100.49,1,25.1225,0.4473006476716096
2017-03-26,2017-03-27,First Class,Consumer,New York,Bookcases,0.2,257.568,2,-28.9764,0.4273634995671973
2017-03-26,2017-03-27,First Class,Consumer,New York,Phones,0.0,119.96,4,33.5888,0.3842775300596088
2014-11-12,2014-11-12,Same Day,Consumer,Texas,Storage,0.2,49.632,4,4.9632,0.36480827595049253
2016-10-13,2016-10-17,Standard Class,Corporate,Colorado,Tables,0.5,727.45,5,-465.568,0.5782162629971388
2016-10-13,2016-10-17,Standard Class,Corporate,Colorado,Furnishings,0.2,24.96,3,4.368,0.3479845751791668
2017-11-12,2017-11-12,Same Day,Corporate,Ohio,Phones,0.4,370.782,3,-92.6955,0.45292211458461124
2017-04-15,2017-04-18,First Class,Corporate,Nevada,Furnishings,0.0,196.45,5,70.722,0.40793509798938743
2015-06-25,2015-07-01,Standard Class,Home Office,Pennsylvania,Paper,0.2,31.104,6,10.8864,0.39769721925447177
2015-06-25,2015-07-01,Standard Class,Home Office,Pennsylvania,Storage,0.2,78.256,2,-17.6076,0.39464713705662113
2016-08-26,2016-08-29,Second Class,Consumer,Washington,Paper,0.0,6.48,1,3.1104,0.3967155693496458
2014-07-21,2014-07-25,Standard Class,Corporate,California,Art,0.0,99.2,5,25.792,0.38185198171794715
2014-07-21,2014-07-25,Standard Class,Corporate,California,Chairs,0.2,801.568,2,50.098,0.5053969270956742
2014-07-21,2014-07-25,Standard Class,Corporate,California,Tables,0.2,272.848,1,27.2848,0.4961609658061593
2017-11-21,2017-11-25,Standard Class,Consumer,Washington,Tables,0.0,70.98,1,20.5842,0.43637261932896476
2014-06-04,2014-06-09,Standard Class,Home Office,Ohio,Paper,0.2,16.224,2,5.8812,0.35412589576583464
2016-03-10,2016-03-16,Standard Class,Consumer,New York,Bookcases,0.2,176.784,1,-22.098,0.4793169298593746
2017-03-25,2017-03-29,Standard Class,Consumer,Texas,Phones,0.2,470.376,3,47.0376,0.4166278133623914
2017-12-29,2018-01-02,Standard Class,Consumer,California,Chairs,0.2,393.568,4,-44.2764,0.44055459414946824
2017-12-29,2018-01-02,Standard Class,Consumer,California,Phones,0.2,302.376,3,22.6782,0.3962821785493324
2017-03-28,2017-04-02,Standard Class,Corporate,Florida,Binders,0.7,68.742,9,-48.1194,0.5076808435370461
2015-03-05,2015-03-05,Same Day,Consumer,New York,Envelopes,0.0,29.34,3,14.67,0.35411742581859246
2015-03-05,2015-03-05,Same Day,Consumer,New York,Chairs,0.1,383.607,7,63.9345,0.4619384713874009
2015-03-05,2015-03-05,Same Day,Consumer,New York,Storage,0.0,563.4,4,67.608,0.4337168487144366
2016-11-13,2016-11-17,Standard Class,Home Office,Pennsylvania,Paper,0.2,217.056,7,78.6828,0.4582640438524294
2017-01-19,2017-01-23,Second Class,Consumer,Texas,Labels,0.2,6.0,2,2.1,0.35069354004866654
2016-04-22,2016-04-26,Second Class,Consumer,California,Furnishings,0.0,31.56,3,10.4148,0.35040459770928084
2014-05-13,2014-05-15,First Class,Home Office,Florida,Fasteners,0.2,7.104,2,2.3976,0.35069354004866654
2014-05-13,2014-05-15,First Class,Home Office,Florida,Binders,0.7,398.352,8,-331.96,0.6017198336447726
2014-10-21,2014-10-22,First Class,Consumer,Ohio,Appliances,0.2,121.792,4,13.7016,0.3802772978700318
2014-10-21,2014-10-22,First Class,Consumer,Ohio,Tables,0.4,409.59,3,-122.877,0.4615369680043457
2014-03-14,2014-03-18,Standard Class,Corporate,California,Paper,0.0,10.56,2,4.752,0.3530476529792331
2014-03-14,2014-03-18,Standard Class,Corporate,California,Art,0.0,3.38,1,1.2506,0.4060849183516597
2017-12-22,2017-12-24,Second Class,Consumer,Florida,Envelopes,0.2,7.824,1,2.934,0.3957407336408742
2016-11-24,2016-11-29,Standard Class,Consumer,Oregon,Paper,0.2,24.784,1,7.745,0.4145184117260145
2017-12-02,2017-12-05,First Class,Consumer,Virginia,Art,0.0,34.65,3,10.395,0.35157409696013553
2015-12-31,2016-01-04,Standard Class,Consumer,Montana,Binders,0.2,487.984,2,152.495,0.47963771130361704
2017-10-03,2017-10-06,First Class,Consumer,Minnesota,Binders,0.0,1793.98,2,843.1706,0.6981140666364678
2014-08-29,2014-09-02,Second Class,Consumer,Florida,Envelopes,0.2,29.808,2,10.8054,0.35723128264003345
2014-08-29,2014-09-02,Second Class,Consumer,Florida,Binders,0.7,505.176,4,-336.784,0.5426565105886524
2014-08-29,2014-09-02,Second Class,Consumer,Florida,Tables,0.45,174.0585,3,-110.7645,0.4607753492945663
2016-06-29,2016-07-03,Second Class,Consumer,South Carolina,Storage,0.0,191.88,6,19.188,0.4210793401180651
2016-08-20,2016-08-23,First Class,Home Office,Michigan,Phones,0.0,14.78,2,3.9906,0.35429895625455
2017-10-21,2017-10-22,First Class,Corporate,Oregon,Paper,0.2,5.184,1,1.8144,0.398991913048451
