Order-Date,Ship-Mode,Segment,State,Sub-Category,Quantity,Unit-Price,Unit-Cost,iforest_score,precipitation,temperature
2017-09-02,Standard Class,Corporate,New York,Tables,1,254.526,347.85220000000004,0.5417576187724826,0.13041502222895712,71.82282642968892
2017-09-02,Standard Class,Corporate,New York,Appliances,1,12.98,9.2158,0.3767272966772327,0.07053025814538597,72.12474389167323
2017-09-02,Standard Class,Corporate,New York,Binders,8,3.304,2.1889,0.5079123799746718,0.10784336312538945,68.40581065772186
2017-09-02,Standard Class,Corporate,New York,Phones,3,65.99,46.8529,0.4123119711247264,0.05370679078236075,66.43707408955072
2017-09-02,Standard Class,Corporate,New York,Labels,6,3.15,1.638,0.4404731344861583,0.20658083484176276,73.99458278737136
2017-09-02,Standard Class,Corporate,New York,Chairs,5,256.482,213.73500000000004,0.5492902300020057,0.13995999683018476,77.17893616548264
2017-09-02,Standard Class,Corporate,New York,Art,3,1.64,0.902,0.4013414185558337,0.1325241231534844,65.81346591212038
2017-09-02,Standard Class,Corporate,New York,Accessories,2,119.0,99.96000000000001,0.43650626521243296,0.14825550419035785,71.01949328258661
2017-09-02,Standard Class,Corporate,New York,Accessories,3,55.99,42.5524,0.4069673987710058,0.14961699636054507,65.88196954368385
2017-09-02,Standard Class,Corporate,New York,Paper,4,4.28,2.354,0.39320838191613083,0.10969383341211011,70.82993368243498
2017-09-10,Second Class,Consumer,Missouri,Binders,2,8.1,4.212,0.36857410639289434,4.866042886627,83.04526213116733
2017-09-10,Second Class,Consumer,Missouri,Appliances,2,16.995,9.68715,0.3690856435437784,1.312109445576664,93.08483753433947
2017-09-10,Second Class,Consumer,Missouri,Accessories,4,74.2125,60.85425000000001,0.4383509786802503,2.771459577789632,93.28373457196993
2017-09-10,Second Class,Consumer,Missouri,Accessories,5,22.56,21.2064,0.4204154974553758,0.6793416283223294,93.16474189061432
2017-09-10,Second Class,Consumer,Missouri,Binders,2,6.855,3.5646000000000004,0.3691016108762482,4.304137767651942,62.84633817688007
2017-09-10,Second Class,Consumer,Missouri,Paper,4,6.225,3.29925,0.38380925347827877,1.6685658156648857,95.58708566368807
2017-09-10,Second Class,Consumer,Missouri,Storage,2,143.145,134.55630000000002,0.4529546682010222,1.3724525486162957,49.395632958168875
2017-09-10,Second Class,Consumer,Missouri,Appliances,1,24.18,16.926000000000002,0.3894161257715477,0.7688818195865221,43.01612005341801
2017-12-21,Standard Class,Consumer,New Jersey,Phones,1,281.97,203.01840000000004,0.5004501448653351,4.241576688810641,48.35823059204791
2017-12-21,Standard Class,Consumer,New Jersey,Supplies,2,34.75,24.6725,0.640414474260064,3.7495084428088923,29.181902537419006
2017-12-21,Standard Class,Consumer,New Jersey,Paper,1,166.44,86.5488,0.8480832469012496,2.976944310362404,22.177955116867082
2017-09-23,Standard Class,Consumer,Oklahoma,Accessories,3,97.32,63.25799999999999,0.4255433675781056,2.5755900628989243,72.96033142893569
2017-05-06,Standard Class,Home Office,Illinois,Art,2,3.204,2.8836000000000004,0.374122581699222,2.234664336760268,30.014138855802972
2017-05-06,Standard Class,Home Office,Illinois,Accessories,6,68.12400000000001,55.350750000000005,0.47520635512254483,0.8517299814208742,25.01000849174264
2014-12-14,Standard Class,Consumer,Illinois,Binders,2,2.552,6.8904,0.38182568894918184,3.272434053336423,52.15517444189005
2014-12-14,Standard Class,Consumer,Illinois,Fasteners,1,2.896,2.4254,0.3930534562396956,3.141777471006412,82.970252441972
2014-12-14,Standard Class,Consumer,Illinois,Accessories,1,35.016,37.204499999999996,0.4017477789876505,3.558767474919497,45.41703036919109
2014-10-18,Second Class,Corporate,Alabama,Storage,3,91.99000000000001,88.31040000000002,0.4256585465084151,2.162070616762673,84.37212499065123
2014-10-18,Second Class,Corporate,Alabama,Phones,5,278.99,206.4526,0.5618373261506776,1.613455211908431,27.755884618308198
2014-10-18,Second Class,Corporate,Alabama,Chairs,6,90.98,79.15259999999999,0.4923581031001295,2.264764907419311,45.36718308487034
2015-05-08,Standard Class,Consumer,Oregon,Art,1,5.248,4.6576,0.3812464481196205,2.740437712491839,71.21844898544259
2016-04-14,Same Day,Consumer,Arizona,Chairs,3,311.17866666666663,276.17106666666666,0.5381425227553268,2.605627465786569,63.00035392071985
2016-04-14,Same Day,Consumer,Arizona,Storage,2,21.488,19.339199999999998,0.37867047443202406,2.751898156259461,49.46033085569257
2015-12-14,Second Class,Corporate,Georgia,Binders,2,1.88,0.9775999999999999,0.3952471289936419,1.499354350485457,10.796256263626713
2014-12-03,Standard Class,Consumer,Oklahoma,Phones,2,239.98,172.7856,0.4790443290621644,3.138325696562494,53.59391543669351
2014-11-25,Second Class,Corporate,California,Appliances,6,53.48,37.9708,0.459594514556271,2.2094379698594873,65.64078736006707
2014-11-25,Second Class,Corporate,California,Furnishings,3,7.96,4.4576,0.37565179457016457,2.3089720160776355,45.89233508988729
2014-11-25,Second Class,Corporate,California,Paper,4,6.69,3.6126000000000005,0.3861265319823236,0.5920802304282181,67.64047152588373
2016-07-25,First Class,Consumer,Ohio,Copiers,2,719.988,623.9896000000001,0.6640356993296973,3.622488937986234,55.59085745598014
2015-11-09,Standard Class,Consumer,Missouri,Binders,2,8.61,4.6494,0.36759461621186934,3.778691484459412,69.63880830393518
2015-11-09,Standard Class,Consumer,Missouri,Tables,2,512.19,404.6301000000001,0.8540549201722498,4.368853336151362,20.803877929442933
2015-11-09,Standard Class,Consumer,Missouri,Envelopes,2,13.11,6.9483,0.3701918195926544,0.9438697752284727,77.841036609342
2015-11-09,Standard Class,Consumer,Missouri,Paper,2,8.67,4.4216999999999995,0.36759461621186934,4.746219520499635,93.2601841152146
2017-02-24,Standard Class,Consumer,Pennsylvania,Binders,3,1.6520000000000001,2.918533333333334,0.3925555810100338,0.1008083939278754,36.38807412662118
2017-06-25,Standard Class,Home Office,Oregon,Labels,5,14.208000000000002,8.88,0.4078403297695435,3.515528028085024,79.4425780931797
2017-06-25,Standard Class,Home Office,Oregon,Art,1,5.344,4.6092,0.6645598789556069,3.030329325164547,14.657991565006135
2017-06-25,Standard Class,Home Office,Oregon,Fasteners,2,5.652,6.71175,0.36702781601212364,1.457045872584181,60.63641159882459
2017-12-02,Second Class,Consumer,Texas,Appliances,4,73.655,265.158,0.5484385086080354,2.02419247125929,82.90121764855047
2017-12-02,Second Class,Consumer,Texas,Furnishings,1,8.752,12.4716,0.3837467374045858,4.894907128208333,22.6627037776297
2014-02-06,First Class,Corporate,Virginia,Labels,4,3.75,1.95,0.3981166295653503,0.06386375624552332,49.363042948582994
2014-02-06,First Class,Corporate,Virginia,Phones,1,161.61,119.59140000000002,0.4645765575134557,0.0707489489266131,41.27147151845076
2014-02-06,First Class,Corporate,Virginia,Phones,5,28.99,20.5829,0.4174777900032099,0.07951054835534953,24.464506960304234
2017-04-11,Standard Class,Consumer,California,Accessories,1,199.95,177.9555,0.8887267739085111,4.244069713677699,20.74108716770256
2017-04-11,Standard Class,Consumer,California,Art,6,6.976666666666667,4.6046000000000005,0.4231155436340051,3.9285054181120813,92.93401710296999
2017-12-25,Second Class,Consumer,Kentucky,Storage,2,47.97,43.173,0.398448692776498,0.05410206395550261,24.969557424368336
2017-12-25,Second Class,Consumer,Kentucky,Chairs,4,76.1125,57.084374999999994,0.4345476201976221,0.053265202795363155,25.910097915478772
2017-04-11,Standard Class,Home Office,Texas,Binders,2,5.682,14.205,0.3808141581955314,2.0573584441988686,45.52479807319631
2014-12-31,Standard Class,Corporate,Missouri,Art,7,4.24,2.5864,0.4648066552791475,1.7601330140279712,63.87655923529653
2014-12-31,Standard Class,Corporate,Missouri,Accessories,7,6.79,4.4814,0.45354161092367745,3.3125568692848777,32.99795433166059
2017-08-03,First Class,Consumer,Illinois,Bookcases,1,183.372,220.0464,0.48322171861714164,3.750388213524924,44.11659421455677
2014-11-15,Standard Class,Consumer,Tennessee,Art,1,4.224,3.7488,0.7845318777915845,3.6397512403225765,27.451683655172925
2014-11-15,Standard Class,Consumer,Tennessee,Appliances,1,333.056,303.9136,0.6560957164908798,4.389662908617999,35.920941770733215
2014-11-15,Standard Class,Consumer,Tennessee,Paper,3,8.298666666666668,5.705333333333333,0.37243144550431345,1.1329529951952042,50.56696744889943
2015-12-11,Same Day,Consumer,Texas,Accessories,1,159.984,123.98760000000001,0.4656726559657834,4.858008627494581,9.851258528948463
2015-12-11,Same Day,Consumer,Texas,Storage,2,23.172,20.8548,0.3826901617590132,2.273448243632924,95.14813390471802
2016-09-18,Standard Class,Consumer,Alabama,Chairs,1,350.98,266.7448,0.5398835025201909,1.9205595988777124,29.383322805375872
2016-09-18,Standard Class,Consumer,Alabama,Paper,1,13.08,7.0632,0.38097630824965295,0.7684712797815667,15.980317021838175
2016-09-18,Standard Class,Consumer,Alabama,Storage,3,300.0266666666667,261.02320000000003,0.5287437168060662,0.45491267056326196,97.50970244518142
2015-03-19,Standard Class,Consumer,California,Binders,1,17.568,11.1996,0.38175064611487053,1.764864046810853,40.462600200172034
2015-03-19,Standard Class,Consumer,California,Labels,1,14.62,7.748599999999999,0.381403421293304,2.3285848226786374,26.666706591971426
2015-03-19,Standard Class,Consumer,California,Supplies,3,11.12,8.2288,0.37990905665660807,0.561137391903531,56.87082633184369
2015-03-19,Standard Class,Consumer,California,Paper,4,10.035,5.11785,0.3865099769064953,1.7891702575152266,24.215574943993786
2016-09-19,First Class,Home Office,Rhode Island,Storage,8,200.77875,140.54512499999998,0.6053159092506478,0.26417352499517577,34.5504799450279
2016-09-19,First Class,Home Office,Rhode Island,Paper,2,8.52,4.686,0.36759461621186934,4.904677038524303,97.1397494141457
2016-09-19,First Class,Home Office,Rhode Island,Binders,2,24.765,12.8778,0.37796634898945536,2.4235111074514193,55.56554676689315
2016-09-19,First Class,Home Office,Rhode Island,Chairs,2,436.16,314.03520000000003,0.5668054594998805,4.744604906480657,66.10400233548194
2017-08-20,Second Class,Consumer,California,Binders,4,59.78,40.3515,0.4296062866462198,0.36673468126367037,50.35500721067168
2015-03-13,First Class,Consumer,Washington,Bookcases,1,141.96,102.2112,0.4617302984874123,4.076138338577669,76.01458456305315
2016-09-08,Second Class,Home Office,California,Binders,1,33.024,21.465600000000002,0.39899231191408474,3.5264162959127607,90.24676626740812
2016-09-08,Second Class,Home Office,California,Binders,2,33.568,21.8192,0.3880294911591964,4.373225646761267,39.52362339641752
2015-11-26,Standard Class,Corporate,Massachusetts,Binders,3,4.91,2.6023,0.381993720148908,0.0583485468882374,50.999597767254095
2015-11-26,Standard Class,Corporate,Massachusetts,Storage,5,20.98,15.9448,0.4128497607893008,0.055723289912864474,29.278309561834405
2015-11-26,Standard Class,Corporate,Massachusetts,Binders,4,15.26,7.63,0.39733042059467744,0.04983849383256238,45.88505022248503
2015-11-26,Standard Class,Corporate,Massachusetts,Paper,3,3.65,1.9344999999999999,0.38319195543771395,0.054207502031264676,44.52474811580367
2016-12-09,Standard Class,Corporate,Texas,Paper,2,4.696,3.0523999999999996,0.367441014814234,0.6401612916472874,42.67350857217301
2016-12-09,Standard Class,Corporate,Texas,Art,1,9.328,8.5118,0.37582936763112423,4.5020704430898375,88.2517474393834
2017-09-25,Standard Class,Consumer,Minnesota,Binders,1,8.26,4.3778,0.38093430411099727,0.18859486090606814,75.92139629257981
2017-09-25,Standard Class,Consumer,Minnesota,Chairs,2,134.985,109.33785000000002,0.4411667056570555,1.557397227428212,88.99167284158946
2015-01-23,Standard Class,Home Office,Montana,Paper,2,14.52,7.5504,0.3716054621627896,4.355257004984307,70.43832522087308
2015-01-23,Standard Class,Home Office,Montana,Labels,1,14.62,7.748599999999999,0.381403421293304,1.1367537202926046,36.262761560963696
2015-06-18,Standard Class,Home Office,Arizona,Paper,2,5.976,3.8097,0.3651188251716697,0.8568000030891733,58.89645591220853
2015-06-18,Standard Class,Home Office,Arizona,Binders,6,0.7559999999999999,1.3103999999999998,0.461988287401288,4.614310129848725,94.65589648823288
2015-06-18,Standard Class,Home Office,Arizona,Binders,1,9.156,15.260000000000002,0.3874383096333093,1.1297017304555839,13.54925975842762
2015-06-18,Standard Class,Home Office,Arizona,Furnishings,4,18.84,13.658999999999999,0.39187799736408174,1.405435557477143,49.15083010128188
2015-10-02,Standard Class,Corporate,California,Binders,6,9.584,6.2296000000000005,0.4197164984873869,4.126719022137384,64.53540326123813
2017-11-18,Standard Class,Corporate,Ohio,Art,7,5.552,4.441599999999999,0.4553244130327675,1.16923327241883,36.30602965102372
2014-08-17,Standard Class,Corporate,Texas,Paper,3,5.184,3.3695999999999997,0.37435419412219273,0.2675147709449037,39.910947658980994
2016-07-17,Standard Class,Corporate,New Jersey,Appliances,2,81.32,58.550399999999996,0.4104460978079452,4.271254903776883,54.25280602846192
2016-07-17,Standard Class,Corporate,New Jersey,Phones,3,199.0,105.47000000000001,0.4784221708421352,3.0112470802375366,77.43160345392117
2016-07-17,Standard Class,Corporate,New Jersey,Paper,1,55.48,28.849599999999995,0.41443441290192085,4.926328899416137,97.24910378872863
2015-07-11,First Class,Consumer,Pennsylvania,Furnishings,6,48.300000000000004,42.2625,0.46079273264179677,0.0633948243757761,72.72585094149107
2015-07-11,First Class,Consumer,Pennsylvania,Binders,2,1.251,2.2518,0.3938168316345827,0.08291358392526141,79.25411096154487
2015-07-11,First Class,Consumer,Pennsylvania,Binders,3,2.16,3.7439999999999998,0.38185040268594905,0.08912831203342707,80.58619809354563
2015-07-11,First Class,Consumer,Pennsylvania,Chairs,7,48.784,59.23771428571428,0.505027338742981,0.0721600143275819,73.18774040753286
2015-07-11,First Class,Consumer,Pennsylvania,Art,4,2.78,2.5715,0.3988153330480185,0.08269043393350613,79.47954932079347
2015-07-11,First Class,Consumer,Pennsylvania,Furnishings,5,5.0688,4.371840000000001,0.40598236247646635,0.06720077557202273,79.72046128797491
2016-12-01,Standard Class,Consumer,Indiana,Furnishings,2,8.655,6.0584999999999996,0.3635969035721509,2.8384013045436713,69.4349375696734
2017-12-22,First Class,Consumer,Michigan,Accessories,4,49.9875,33.991499999999995,0.4254097131590741,1.5292706252642743,92.45621447764691
2017-12-22,First Class,Consumer,Michigan,Chairs,4,396.6725,293.53765,0.5854770002618498,2.402245395081212,27.790120748847865
2017-12-22,First Class,Consumer,Michigan,Accessories,1,84.99,54.39359999999999,0.42471038193525584,3.092933018679417,76.62657637891303
2017-12-22,First Class,Consumer,Michigan,Tables,1,411.8,341.794,0.5610573625389425,1.7474256994211865,95.88422617917352
2014-10-31,Standard Class,Corporate,California,Fasteners,3,3.78,2.0412,0.3840871854247107,4.119001974207706,75.20160594471189
2014-10-31,Standard Class,Corporate,California,Storage,5,16.06,11.8844,0.40708203292123524,1.418975665744223,15.047202854926482
2014-10-31,Standard Class,Corporate,California,Binders,2,7.984,5.2894000000000005,0.3669311885385679,3.5942981365953703,55.48844778878758
2014-10-31,Standard Class,Corporate,California,Paper,13,4.9799999999999995,2.6393999999999993,0.6554274181517534,2.1455827404983303,70.7946996622202
2014-10-31,Standard Class,Corporate,California,Binders,3,6.4319999999999995,4.422,0.37610737094810276,2.843837503460193,56.13226393389567
2014-10-31,Standard Class,Corporate,California,Storage,4,101.41,98.3677,0.4455450980694649,3.091019765386255,74.90929842954107
2014-10-31,Standard Class,Corporate,California,Chairs,3,48.784,51.833,0.41381141755645223,4.390498160384157,52.44521807798682
2014-10-31,Standard Class,Corporate,California,Accessories,9,27.99,22.6719,0.557178643089295,4.445935234475529,88.98925532268062
2014-10-31,Standard Class,Corporate,California,Art,3,4.13,2.891,0.3777192731385053,0.708825964125975,74.24553055408015
2015-04-13,Standard Class,Consumer,California,Accessories,3,66.65333333333334,43.324666666666666,0.41018830547669055,1.937763687939719,63.76318753305851
2015-04-13,Standard Class,Consumer,California,Tables,2,355.416,404.2857,0.5639601674640344,4.4377310722921885,86.71110065645429
2016-07-21,Second Class,Corporate,Pennsylvania,Binders,1,1.941,3.2350000000000003,0.3938209000748538,0.07851462621414954,78.90145909615318
2017-11-20,Standard Class,Consumer,California,Chairs,4,70.98,82.51425,0.4433259136676576,1.5638315978384436,89.78631585084761
2016-11-26,Standard Class,Corporate,Washington,Binders,2,3.656,2.3764000000000003,0.37245248946485005,2.5435590531501284,89.36182072692696
2017-11-07,Second Class,Home Office,California,Accessories,2,29.985,23.088449999999998,0.38585454371956457,1.3666151698650981,14.689568672053648
2017-11-07,Second Class,Home Office,California,Phones,4,190.386,173.727225,0.4968950640375673,2.3537758493542635,14.500060168640925
2014-12-01,Standard Class,Consumer,California,Furnishings,2,29.1,14.841000000000001,0.38093651723772953,1.535350273433661,60.416240159044314
2017-09-12,First Class,Consumer,Maryland,Paper,4,9.975,4.9875,0.3888836963748001,0.33891356278007867,76.82523013375499
2017-09-12,First Class,Consumer,Maryland,Appliances,6,15.143333333333333,10.751766666666667,0.42704096314962997,0.052678426516164195,71.60846713750723
2017-09-12,First Class,Consumer,Maryland,Paper,4,23.7125,12.330499999999999,0.3993617927202346,0.1625788411388393,80.05893161217452
2015-12-24,Standard Class,Consumer,Arizona,Paper,3,35.410666666666664,23.016933333333338,0.8110330442852043,4.04175824655507,36.032896031492115
2015-12-24,Standard Class,Consumer,Arizona,Phones,1,111.984,100.78559999999999,0.4465354191074395,1.3958860479589834,55.851881931186306
2015-12-24,Standard Class,Consumer,Arizona,Furnishings,1,7.712,5.9768,0.37863210213902243,0.14107385877625758,84.77917202520446
2017-02-23,Standard Class,Consumer,California,Paper,5,7.4879999999999995,4.118399999999999,0.40254244001880257,1.2734761461831716,63.11641090581378
2014-11-23,Standard Class,Home Office,Texas,Labels,1,23.68,14.799999999999999,0.38307125357411553,1.6559639641507067,59.26110069177782
2016-06-23,Standard Class,Consumer,New York,Labels,3,40.70666666666667,21.981600000000004,0.40463432054853615,0.09447216631379723,90.83809215250383
2016-06-23,Standard Class,Consumer,New York,Labels,4,4.6125,2.444625,0.3933635155906546,0.06582538907820046,74.37610541201406
2016-06-23,Standard Class,Consumer,New York,Storage,4,81.225,71.478,0.4353102108215691,0.08573309764045026,70.6020383873371
2016-06-23,Standard Class,Consumer,New York,Paper,2,73.365,38.883449999999996,0.4089856603352456,0.08409798120174491,73.27996176715335
2016-06-23,Standard Class,Consumer,New York,Fasteners,1,3.96,2.4947999999999997,0.3859520643014048,0.0777702206761079,66.81508982951216
2015-10-26,Standard Class,Corporate,California,Labels,2,2.88,1.5552,0.38363950904272226,2.1443997194508926,16.50930832260113
2017-07-15,Standard Class,Consumer,Delaware,Binders,2,13.275,6.770250000000001,0.3697802152905899,1.3710095396564572,30.002649131638904
2017-07-15,Standard Class,Consumer,Delaware,Tables,2,155.2215,179.61345,0.4710164675177872,2.0097636218507757,18.17758520069341
2014-11-17,Standard Class,Home Office,Minnesota,Chairs,4,119.975,99.57925,0.46023064826428145,0.8805378712511611,55.315086117307374
2015-04-13,Second Class,Consumer,New Mexico,Supplies,1,12.88,12.4936,0.3798745649113864,1.9005953202047103,32.669096862916746
2015-11-25,Standard Class,Consumer,North Carolina,Art,4,3.28,2.9109999999999996,0.3944759165273265,4.449549922502776,81.24977328578534
2016-05-15,Standard Class,Home Office,Mississippi,Binders,6,85.30666666666666,45.21253333333333,0.4847631326298461,3.9004576397563326,71.44492300968777
2016-05-15,Standard Class,Home Office,Mississippi,Art,3,30.653333333333332,22.070399999999996,0.3887204146669149,3.8423176814988493,75.56018180111613
2016-05-15,Standard Class,Home Office,Mississippi,Art,2,4.17,3.0858,0.3677210023243499,0.4434399432607012,75.6427803480735
2017-09-07,Standard Class,Consumer,Oregon,Storage,1,37.68,35.325,0.40543362909449054,4.3757632713272585,48.66521727021087
2017-09-07,Standard Class,Consumer,Oregon,Accessories,6,46.657333333333334,33.24335,0.45905656736230377,1.3101613118914561,89.70518046089302
2014-03-10,Standard Class,Consumer,Colorado,Storage,2,318.204,326.1591,0.5338816351749084,1.513392965588626,97.49235243722323
2014-03-10,Standard Class,Consumer,Colorado,Art,2,41.584,36.9058,0.39635986024046965,1.933924645944336,24.55558414730281
2014-07-18,Same Day,Home Office,Arizona,Chairs,2,129.568,142.5248,0.6542321327321468,3.5002798737193683,26.865925448143667
2017-03-24,Second Class,Corporate,New York,Paper,4,55.48,28.849599999999995,0.4252396415868391,0.14993742125622636,48.909630186530364
2017-03-24,Second Class,Corporate,New York,Accessories,2,13.0,7.15,0.3713003852654625,0.179477562458161,36.183270074786506
2014-09-30,Standard Class,Consumer,Florida,Paper,2,7.776,5.054399999999999,0.366066418843161,3.72545327012636,96.18162858943673
2014-09-26,Same Day,Corporate,Texas,Binders,1,0.876,2.2776,0.40706357050241887,4.442256908661354,59.41210691510704
2015-10-31,Same Day,Consumer,California,Paper,1,19.98,10.589400000000001,0.38549793211198724,4.671363449638085,86.56267776134706
2015-10-31,Same Day,Consumer,California,Binders,2,199.176,136.93349999999998,0.46883872915016483,0.15031837952814137,74.13777006615133
2015-10-31,Same Day,Consumer,California,Art,2,2.52,1.8900000000000001,0.38307412867257923,1.9840429824308687,18.701059983114796
2015-10-31,Same Day,Consumer,California,Fasteners,2,8.725,4.7115,0.5911207376202192,3.880107113343039,26.215401386777007
2015-10-31,Same Day,Consumer,California,Chairs,2,161.568,151.47,0.45826805989269614,4.20115381025663,59.875311726311054
2015-10-31,Same Day,Consumer,California,Supplies,2,14.85,10.840499999999999,0.36863532981256725,1.6161494226280055,43.31786845226496
2015-10-31,Same Day,Consumer,California,Phones,3,431.94666666666666,383.35266666666666,0.5784935720993587,4.464995988849741,90.69460159283899
2015-10-31,Same Day,Consumer,California,Storage,1,46.84,34.193200000000004,0.40817578571023344,1.5907839742560683,80.70538033950521
2015-10-31,Same Day,Consumer,California,Bookcases,1,425.833,405.79380000000003,0.8090438895465436,3.279352163669411,22.320617928404573
2015-10-12,Second Class,Consumer,New York,Tables,1,209.67,223.648,0.48401739890362083,0.0353465024136517,52.460059371981075
2016-09-19,Standard Class,Consumer,California,Paper,6,26.646666666666665,14.3892,0.4428870802082207,3.8488814791341137,87.55075867826481
2017-04-13,First Class,Corporate,Washington,Paper,1,5.28,2.9040000000000004,0.38082901108940526,0.7130204939608787,76.70571609493417
2017-04-13,First Class,Corporate,Washington,Binders,5,179.184,118.7094,0.5159656362691581,2.2394647759574933,60.692593493302766
2017-01-07,Standard Class,Consumer,Florida,Binders,1,2.808,4.7736,0.3922891813362712,3.7341846282242197,51.05911868136883
2017-11-09,First Class,Corporate,California,Chairs,3,71.992,72.8919,0.41878669696401477,2.7785880624018664,42.38946983845741
2017-09-22,Second Class,Home Office,Michigan,Bookcases,1,241.96,200.8268,0.4861799430378273,1.815972557514526,72.38690175864272
2017-09-22,Second Class,Home Office,Michigan,Labels,8,3.465,1.8017999999999998,0.5050557653139365,1.0012212110995058,58.07797771406011
2017-12-01,Standard Class,Home Office,Pennsylvania,Envelopes,4,26.17,17.337625000000003,0.4014455487822193,0.5108862612336555,38.91724555234928
2017-12-01,Standard Class,Home Office,Pennsylvania,Phones,2,31.479,26.75715,0.3957233893745887,4.937798123143554,31.59533431480564
2014-06-23,Standard Class,Consumer,Pennsylvania,Accessories,2,43.188,42.64815,0.3955117771030171,0.13503309976225616,79.88582671523662
2015-10-04,Standard Class,Home Office,Pennsylvania,Furnishings,2,32.472,29.224800000000002,0.39640602960755134,0.09980567299876009,61.692516120777285
2015-10-04,Standard Class,Home Office,Pennsylvania,Paper,3,6.912,4.4928,0.37403019068210386,0.08159122436487515,55.89941405061326
2014-05-20,Second Class,Corporate,New Hampshire,Appliances,4,8.32,5.9904,0.3846824519411907,1.919394365056647,75.59591922494069
2014-05-20,Second Class,Corporate,New Hampshire,Art,9,4.28,2.9532000000000003,0.5431134347570729,0.37800949400501616,93.97420522772244
2014-05-20,Second Class,Corporate,New Hampshire,Furnishings,7,19.98,11.3886,0.4664570842121084,3.9855962071311333,25.108981941560543
2015-11-20,Standard Class,Consumer,New York,Paper,2,9.825,5.305499999999999,0.366645999838172,0.05693473842925191,58.42682419377516
2015-11-30,Standard Class,Consumer,Pennsylvania,Binders,2,76.4955,137.6919,0.4521839881811421,0.0820843490484746,49.09733331652448
2015-11-30,Standard Class,Consumer,Pennsylvania,Fasteners,6,1.764,2.1609,0.44520262397427207,0.11499614611254802,45.84368930906256
2015-11-30,Standard Class,Consumer,Pennsylvania,Phones,3,31.64,26.366666666666664,0.4013427445040735,0.06651927262257532,41.84480726715777
2015-12-31,Standard Class,Consumer,Texas,Furnishings,4,3.69,6.5497499999999995,0.39204866595353505,2.258299034734384,66.29177913505244
2015-12-31,Standard Class,Consumer,Texas,Binders,3,1.2186666666666668,3.168533333333333,0.3963692209396788,2.0796015125527165,53.21754430579806
2017-11-16,Same Day,Consumer,New York,Paper,2,73.41,36.705,0.4089856603352456,0.051612006574401126,58.48869755163166
2014-06-06,Standard Class,Corporate,New York,Binders,9,16.616,11.0081,0.5443673548852096,0.10053050101806771,97.62031231125134
2014-06-06,Standard Class,Corporate,New York,Supplies,2,8.57,6.3418,0.36369030397374413,0.08925123610945113,85.4442026534167
2014-06-06,Standard Class,Corporate,New York,Tables,3,330.588,446.2938,0.5818170572372011,0.09299291320320396,67.01761147424952
2016-09-01,Standard Class,Corporate,Pennsylvania,Paper,6,5.08,3.429,0.42619984078561945,1.1976613415472477,71.23519694530184
2016-09-01,Standard Class,Corporate,Pennsylvania,Phones,2,11.994,14.3928,0.3730734275911474,0.5189738300051292,59.971282024749364
2016-09-01,Standard Class,Corporate,Pennsylvania,Fasteners,7,2.384,1.6091999999999997,0.47373098237351574,1.7376490757369698,67.71685344127614
2016-06-25,Standard Class,Corporate,Pennsylvania,Chairs,3,140.686,146.71540000000002,0.45983011455542117,0.10763099701405657,77.05221221811306
2016-06-25,Standard Class,Corporate,Pennsylvania,Binders,4,9.522,16.5048,0.39634151935030004,0.0753994057372061,62.38670923201858
2016-06-25,Standard Class,Corporate,Pennsylvania,Storage,6,42.392,50.8704,0.4657677475462668,0.08688055516434248,71.30380485886562
2014-12-12,Standard Class,Consumer,California,Furnishings,1,43.31,38.979,0.40219201152500034,2.9284232066459372,54.126709032871084
2017-03-31,Standard Class,Consumer,New York,Phones,4,21.2375,15.71575,0.3927722309491735,0.11150248335249656,56.50455277718824
2017-11-19,Standard Class,Consumer,Texas,Chairs,2,116.529,143.1642,0.45986967526273465,2.937599790458864,86.68920370776672
2014-11-24,Second Class,Consumer,Missouri,Accessories,5,22.358,13.638380000000002,0.4142211748154636,2.4801151852200465,46.68375623902792
2015-11-22,Standard Class,Consumer,Massachusetts,Paper,2,7.47,3.9591,0.36849280730180967,0.04175378458719195,34.77688777356741
2016-07-14,Standard Class,Corporate,New York,Binders,2,7.08,4.5135000000000005,0.36771355147540924,0.13164649393073988,71.77150862669815
2016-04-30,Standard Class,Home Office,Texas,Furnishings,1,22.608,32.7816,0.4028003661503506,4.698405371304199,49.52739605837171
2016-07-25,Second Class,Consumer,California,Fasteners,5,4.296,2.148,0.4153763376631998,0.19081554627901443,79.82830249863943
2014-06-22,First Class,Consumer,Minnesota,Storage,2,250.905,250.905,0.4961832325164324,0.3934193164466309,27.423641664837703
2014-06-22,First Class,Consumer,Minnesota,Storage,2,80.97,76.1118,0.41190083128106325,1.8782149899014324,85.88531404848045
2017-10-21,Standard Class,Home Office,Florida,Art,2,8.928,7.9236,0.36836134058701403,3.49690889791085,48.3437682137456
2016-09-03,Standard Class,Consumer,Illinois,Binders,2,4.404,11.890799999999999,0.3806792233474525,3.952282373729147,70.42888419080725
2016-05-14,Same Day,Consumer,Ohio,Furnishings,1,79.384,49.615,0.42434020311915327,0.426549497485385,65.92071670163199
2016-01-07,Standard Class,Home Office,California,Art,1,34.58,24.5518,0.4048794948496319,0.17563691873757695,19.493418201499164
